GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION
0021500096,0,12,0,1,6:11 PM,12:00,,,,,,0.0,0,,,,,,0,0,,,,,,0,0,,,,,
0021500096,1,10,0,1,6:11 PM,12:00,Jump Ball Whiteside vs. Valanciunas: Tip to Johnson,,,,,4.0,202355,Hassan Whiteside,1610612748.0,Miami,Heat,MIA,5,202685,Jonas Valanciunas,1610612761.0,Toronto,Raptors,TOR,5,201949,James Johnson,1610612761.0,Toronto,Raptors,TOR
0021500096,2,1,42,1,6:11 PM,11:36,,,Lowry 2' Driving Layup (2 PTS),2 - 0,-2,5.0,200768,Kyle Lowry,1610612761.0,Toronto,Raptors,TOR,0,0,,,,,,0,0,,,,,
0021500096,3,2,1,1,6:12 PM,11:14,MISS Deng 12' Jump Shot,,,,,4.0,2736,Luol Deng,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,
0021500096,4,4,0,1,6:12 PM,11:13,,,Valanciunas REBOUND (Off:0 Def:1),,,5.0,202685,Jonas Valanciunas,1610612761.0,Toronto,Raptors,TOR,0,0,,,,,,0,0,,,,,
0021500096,5,1,66,1,6:12 PM,11:07,,,Scola 11' Jump Bank Shot (2 PTS) (Lowry 1 AST),4 - 0,-4,5.0,2449,Luis Scola,1610612761.0,Toronto,Raptors,TOR,5,200768,Kyle Lowry,1610612761.0,Toronto,Raptors,TOR,0,0,,,,,
0021500096,6,2,1,1,6:12 PM,10:49,MISS Whiteside 15' Jump Shot,,,,,4.0,202355,Hassan Whiteside,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,
0021500096,7,4,0,1,6:12 PM,10:48,,,Johnson REBOUND (Off:0 Def:1),,,5.0,201949,James Johnson,1610612761.0,Toronto,Raptors,TOR,0,0,,,,,,0,0,,,,,
0021500096,8,6,27,1,6:12 PM,10:42,Dragic Personal Block Foul (P1.T1) (J.Tiven),,,,,4.0,201609,Goran Dragic,1610612748.0,Miami,Heat,MIA,5,200768,Kyle Lowry,1610612761.0,Toronto,Raptors,TOR,1,0,,,,,
0021500096,9,2,42,1,6:13 PM,10:33,,,MISS DeRozan 5' Driving Layup,,,5.0,201942,DeMar DeRozan,1610612761.0,Toronto,Raptors,TOR,0,0,,,,,,0,0,,,,,
0021500096,10,4,0,1,6:13 PM,10:32,,,Valanciunas REBOUND (Off:1 Def:1),,,5.0,202685,Jonas Valanciunas,1610612761.0,Toronto,Raptors,TOR,0,0,,,,,,0,0,,,,,
0021500096,11,1,5,1,6:13 PM,10:31,,,Valanciunas 2' Layup (2 PTS),6 - 0,-6,5.0,202685,Jonas Valanciunas,1610612761.0,Toronto,Raptors,TOR,0,0,,,,,,0,0,,,,,
0021500096,12,2,1,1,6:13 PM,10:17,MISS Dragic 25' 3PT Jump Shot,,,,,4.0,201609,Goran Dragic,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,
0021500096,13,10,0,1,6:13 PM,10:16,Jump Ball Whiteside vs. Valanciunas: Tip to Scola,,,,,4.0,202355,Hassan Whiteside,1610612748.0,Miami,Heat,MIA,5,202685,Jonas Valanciunas,1610612761.0,Toronto,Raptors,TOR,5,2449,Luis Scola,1610612761.0,Toronto,Raptors,TOR
0021500096,14,4,0,1,6:13 PM,10:15,,,Raptors Rebound,,,3.0,1610612761,,,,,,0,0,,,,,,0,0,,,,,
0021500096,15,2,5,1,6:14 PM,9:54,,,MISS Valanciunas 2' Layup,,,5.0,202685,Jonas Valanciunas,1610612761.0,Toronto,Raptors,TOR,0,0,,,,,,0,0,,,,,
0021500096,16,4,0,1,6:14 PM,9:53,Whiteside REBOUND (Off:0 Def:1),,,,,4.0,202355,Hassan Whiteside,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,
0021500096,17,1,80,1,6:14 PM,9:43,Wade 17' Step Back Jump Shot (2 PTS),,,6 - 2,-4,4.0,2548,Dwyane Wade,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,
0021500096,18,1,1,1,6:14 PM,9:12,,,Scola  3PT Jump Shot (5 PTS) (Lowry 2 AST),9 - 2,-7,5.0,2449,Luis Scola,1610612761.0,Toronto,Raptors,TOR,5,200768,Kyle Lowry,1610612761.0,Toronto,Raptors,TOR,0,0,,,,,
0021500096,19,6,1,1,6:15 PM,8:53,,,Scola P.FOUL (P1.T1) (M.Ervin),,,5.0,2449,Luis Scola,1610612761.0,Toronto,Raptors,TOR,4,2547,Chris Bosh,1610612748.0,Miami,Heat,MIA,1,0,,,,,
0021500096,20,1,49,1,6:15 PM,8:43,Bosh  Driving Dunk (2 PTS),,,9 - 4,-5,4.0,2547,Chris Bosh,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,
0021500096,21,2,49,1,6:15 PM,8:28,Whiteside BLOCK (1 BLK),,MISS DeRozan  Driving Dunk,,,5.0,201942,DeMar DeRozan,1610612761.0,Toronto,Raptors,TOR,0,0,,,,,,4,202355,Hassan Whiteside,1610612748.0,Miami,Heat,MIA
0021500096,22,4,0,1,6:16 PM,8:27,Bosh REBOUND (Off:0 Def:1),,,,,4.0,2547,Chris Bosh,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,
0021500096,30,2,45,1,6:16 PM,8:22,MISS Dragic 17' Jump Shot,,,,,4.0,201609,Goran Dragic,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,
0021500096,42,4,0,1,6:16 PM,8:21,,,Raptors Rebound,,,3.0,1610612761,,,,,,0,0,,,,,,0,0,,,,,
0021500096,23,6,3,1,6:16 PM,8:20,Whiteside L.B.FOUL (P1.T2) (M.McCutchen),,,,,4.0,202355,Hassan Whiteside,1610612748.0,Miami,Heat,MIA,5,202685,Jonas Valanciunas,1610612761.0,Toronto,Raptors,TOR,1,0,,,,,
0021500096,25,2,63,1,6:17 PM,8:08,,,MISS Lowry 19' Fadeaway Jumper,,,5.0,200768,Kyle Lowry,1610612761.0,Toronto,Raptors,TOR,0,0,,,,,,0,0,,,,,
0021500096,26,4,0,1,6:17 PM,8:07,Wade REBOUND (Off:0 Def:1),,,,,4.0,2548,Dwyane Wade,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,
0021500096,29,1,43,1,6:17 PM,7:54,Whiteside 2' Alley Oop Layup (2 PTS) (Wade 1 AST),,,9 - 6,-3,4.0,202355,Hassan Whiteside,1610612748.0,Miami,Heat,MIA,4,2548,Dwyane Wade,1610612748.0,Miami,Heat,MIA,0,0,,,,,
0021500096,31,1,47,1,6:18 PM,7:32,,,Valanciunas 8' Turnaround Jump Shot (4 PTS),11 - 6,-5,5.0,202685,Jonas Valanciunas,1610612761.0,Toronto,Raptors,TOR,0,0,,,,,,0,0,,,,,
0021500096,32,2,1,1,6:18 PM,7:19,MISS Bosh 18' Jump Shot,,,,,4.0,2547,Chris Bosh,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,
0021500096,33,4,0,1,6:18 PM,7:18,Deng REBOUND (Off:1 Def:0),,,,,4.0,2736,Luol Deng,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,
0021500096,37,5,1,1,6:18 PM,7:09,Dragic Bad Pass Turnover (P1.T1),,,,,4.0,201609,Goran Dragic,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,
0021500096,39,6,3,1,6:18 PM,7:09,Bosh L.B.FOUL (P1.T3) (M.McCutchen),,,,,4.0,2547,Chris Bosh,1610612748.0,Miami,Heat,MIA,5,2449,Luis Scola,1610612761.0,Toronto,Raptors,TOR,1,0,,,,,
0021500096,43,8,0,1,6:19 PM,7:09,SUB: Winslow FOR Bosh,,,,,4.0,2547,Chris Bosh,1610612748.0,Miami,Heat,MIA,4,1626159,Justise Winslow,1610612748.0,Miami,Heat,MIA,0,0,,,,,
0021500096,44,2,1,1,6:19 PM,6:55,,,MISS Scola 24' 3PT Jump Shot,,,5.0,2449,Luis Scola,1610612761.0,Toronto,Raptors,TOR,0,0,,,,,,0,0,,,,,
0021500096,45,4,0,1,6:19 PM,6:54,Whiteside REBOUND (Off:0 Def:2),,,,,4.0,202355,Hassan Whiteside,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,
0021500096,46,1,66,1,6:19 PM,6:42,Whiteside 3' Jump Bank Shot (4 PTS),,,11 - 8,-3,4.0,202355,Hassan Whiteside,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,
0021500096,47,6,2,1,6:19 PM,6:42,,,Johnson S.FOUL (P1.T2) (M.Ervin),,,5.0,201949,James Johnson,1610612761.0,Toronto,Raptors,TOR,4,202355,Hassan Whiteside,1610612748.0,Miami,Heat,MIA,1,0,,,,,
0021500096,48,3,10,1,6:19 PM,6:42,Whiteside Free Throw 1 of 1 (5 PTS),,,11 - 9,-2,4.0,202355,Hassan Whiteside,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,
0021500096,50,5,1,1,6:20 PM,6:24,,,Scola Bad Pass Turnover (P1.T1),,,5.0,2449,Luis Scola,1610612761.0,Toronto,Raptors,TOR,0,0,,,,,,0,0,,,,,
0021500096,52,2,1,1,6:20 PM,6:02,MISS Whiteside 6' Jump Shot,,,,,4.0,202355,Hassan Whiteside,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,
0021500096,53,4,0,1,6:20 PM,6:01,Whiteside REBOUND (Off:1 Def:2),,,,,4.0,202355,Hassan Whiteside,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,
0021500096,54,1,1,1,6:20 PM,5:59,Whiteside 4' Jump Shot (7 PTS),,,11 - 11,TIE,4.0,202355,Hassan Whiteside,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,
0021500096,57,9,1,1,6:21 PM,5:41,HEAT Timeout: Regular (Full 1 Short 0),,,,,2.0,1610612748,,,,,,0,0,,,,,,0,0,,,,,
0021500096,59,8,0,1,6:23 PM,5:41,,,SUB: Patterson FOR Scola,,,5.0,2449,Luis Scola,1610612761.0,Toronto,Raptors,TOR,5,202335,Patrick Patterson,1610612761.0,Toronto,Raptors,TOR,0,0,,,,,
0021500096,61,1,7,1,6:24 PM,5:36,,,Johnson  Dunk (2 PTS) (Patterson 1 AST),13 - 11,-2,5.0,201949,James Johnson,1610612761.0,Toronto,Raptors,TOR,5,202335,Patrick Patterson,1610612761.0,Toronto,Raptors,TOR,0,0,,,,,
0021500096,62,2,1,1,6:24 PM,5:21,MISS Deng 18' Jump Shot,,,,,4.0,2736,Luol Deng,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,
0021500096,63,4,0,1,6:24 PM,5:20,,,Johnson REBOUND (Off:0 Def:2),,,5.0,201949,James Johnson,1610612761.0,Toronto,Raptors,TOR,0,0,,,,,,0,0,,,,,
0021500096,64,2,5,1,6:24 PM,5:10,Whiteside BLOCK (2 BLK),,MISS Lowry 2' Layup,,,5.0,200768,Kyle Lowry,1610612761.0,Toronto,Raptors,TOR,0,0,,,,,,4,202355,Hassan Whiteside,1610612748.0,Miami,Heat,MIA
0021500096,65,4,0,1,6:24 PM,5:09,,,Lowry REBOUND (Off:1 Def:0),,,5.0,200768,Kyle Lowry,1610612761.0,Toronto,Raptors,TOR,0,0,,,,,,0,0,,,,,
0021500096,66,2,1,1,6:24 PM,5:07,,,MISS Valanciunas 8' Jump Shot,,,5.0,202685,Jonas Valanciunas,1610612761.0,Toronto,Raptors,TOR,0,0,,,,,,0,0,,,,,
0021500096,67,4,0,1,6:24 PM,5:06,Deng REBOUND (Off:1 Def:1),,,,,4.0,2736,Luol Deng,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,
